[14/04/2026  1:00:02.01] Starting weather retry 
[WeatherRetry] HTTP 429 for 2010-04-20
[WeatherRetry] HTTP 429 for 2010-04-20
[WeatherRetry] HTTP 429 for 2010-04-24
[WeatherRetry] HTTP 429 for 2010-04-24
[WeatherRetry] HTTP 429 for 2010-04-24
[WeatherRetry] HTTP 429 for 2010-04-24
[WeatherRetry] HTTP 429 for 2010-04-24
[WeatherRetry] HTTP 429 for 2010-04-24
[WeatherRetry] HTTP 429 for 2010-04-24
[WeatherRetry] HTTP 429 for 2008-08-09
[WeatherRetry] HTTP 429 for 2008-08-09
[WeatherRetry] HTTP 429 for 2008-08-09
[WeatherRetry] HTTP 429 for 2008-08-09
[WeatherRetry] HTTP 429 for 2008-08-09
[WeatherRetry] HTTP 429 for 2008-08-09
[WeatherRetry] HTTP 429 for 2008-08-09
[WeatherRetry] HTTP 429 for 2008-08-09
[WeatherRetry] HTTP 429 for 2008-08-09
[WeatherRetry] HTTP 429 for 2008-08-12
[WeatherRetry] HTTP 429 for 2008-08-12
[WeatherRetry] HTTP 429 for 2008-08-12
[WeatherRetry] HTTP 429 for 2008-08-12
[WeatherRetry] HTTP 429 for 2008-08-12
[WeatherRetry] HTTP 429 for 2008-08-16
[WeatherRetry] HTTP 429 for 2008-08-16
[WeatherRetry] HTTP 429 for 2008-08-16
[WeatherRetry] HTTP 429 for 2008-08-16
[WeatherRetry] HTTP 429 for 2008-08-17
[WeatherRetry] HTTP 429 for 2008-08-23
[WeatherRetry] HTTP 429 for 2008-08-23
[WeatherRetry] HTTP 429 for 2008-08-23
[WeatherRetry] HTTP 429 for 2008-08-23
[WeatherRetry] HTTP 429 for 2008-08-23
[WeatherRetry] HTTP 429 for 2008-08-23
[WeatherRetry] HTTP 429 for 2008-08-23
[WeatherRetry] HTTP 429 for 2008-08-23
[WeatherRetry] HTTP 429 for 2008-08-23
[WeatherRetry] HTTP 429 for 2008-08-25
[WeatherRetry] HTTP 429 for 2008-08-25
[WeatherRetry] HTTP 429 for 2008-08-25
[WeatherRetry] HTTP 429 for 2008-08-25
[WeatherRetry] HTTP 429 for 2008-08-25
[WeatherRetry] HTTP 429 for 2008-08-30
[WeatherRetry] HTTP 429 for 2008-08-30
[WeatherRetry] HTTP 429 for 2008-08-30
[WeatherRetry] HTTP 429 for 2008-08-30
[WeatherRetry] HTTP 429 for 2008-08-30
[WeatherRetry] HTTP 429 for 2008-08-30
[WeatherRetry] HTTP 429 for 2008-08-30
[WeatherRetry] HTTP 429 for 2008-08-30
[WeatherRetry] HTTP 429 for 2008-09-02
[WeatherRetry] HTTP 429 for 2008-09-02
[WeatherRetry] HTTP 429 for 2008-09-02
[WeatherRetry] HTTP 429 for 2008-09-02
[WeatherRetry] HTTP 429 for 2008-09-02
[WeatherRetry] HTTP 429 for 2008-09-02
[WeatherRetry] HTTP 429 for 2008-09-02
[WeatherRetry] HTTP 429 for 2008-09-04
[WeatherRetry] HTTP 429 for 2008-09-06
[WeatherRetry] HTTP 429 for 2008-09-06
[WeatherRetry] HTTP 429 for 2008-09-06
[WeatherRetry] HTTP 429 for 2008-09-06
[WeatherRetry] HTTP 429 for 2008-09-06
[WeatherRetry] HTTP 429 for 2008-09-07
[WeatherRetry] HTTP 429 for 2008-09-11
[WeatherRetry] HTTP 429 for 2008-09-13
[WeatherRetry] HTTP 429 for 2008-09-13
[WeatherRetry] HTTP 429 for 2008-09-13
[WeatherRetry] HTTP 429 for 2008-09-13
[WeatherRetry] HTTP 429 for 2008-09-13
[WeatherRetry] HTTP 429 for 2008-09-13
[WeatherRetry] HTTP 429 for 2008-09-13
[WeatherRetry] HTTP 429 for 2008-09-20
[WeatherRetry] HTTP 429 for 2008-09-20
[WeatherRetry] HTTP 429 for 2008-09-20
[WeatherRetry] HTTP 429 for 2008-09-20
[WeatherRetry] HTTP 429 for 2008-09-20
[WeatherRetry] HTTP 429 for 2008-09-20
[WeatherRetry] HTTP 429 for 2008-09-20
[WeatherRetry] HTTP 429 for 2008-09-22
[WeatherRetry] HTTP 429 for 2008-09-23
[WeatherRetry] HTTP 429 for 2008-09-23
[WeatherRetry] HTTP 429 for 2008-09-23
[WeatherRetry] HTTP 429 for 2008-09-23
[WeatherRetry] HTTP 429 for 2008-09-23
[WeatherRetry] HTTP 429 for 2008-09-23
[WeatherRetry] HTTP 429 for 2008-09-23
[WeatherRetry] HTTP 429 for 2008-09-25
[WeatherRetry] HTTP 429 for 2008-09-27
[WeatherRetry] HTTP 429 for 2008-09-27
[WeatherRetry] HTTP 429 for 2008-09-27
[WeatherRetry] HTTP 429 for 2008-09-27
[WeatherRetry] HTTP 429 for 2008-09-27
[WeatherRetry] HTTP 429 for 2008-09-29
[WeatherRetry] HTTP 429 for 2008-10-04
[WeatherRetry] HTTP 429 for 2008-10-04
[WeatherRetry] HTTP 429 for 2008-10-04
[WeatherRetry] HTTP 429 for 2008-10-04
[WeatherRetry] HTTP 429 for 2008-10-04
[WeatherRetry] HTTP 429 for 2008-10-04
[WeatherRetry] HTTP 429 for 2008-10-04
[WeatherRetry] HTTP 429 for 2008-10-06
[WeatherRetry] HTTP 429 for 2008-10-07
[WeatherRetry] HTTP 429 for 2008-10-07
[WeatherRetry] HTTP 429 for 2008-10-07
[WeatherRetry] HTTP 429 for 2008-10-07
[WeatherRetry] HTTP 429 for 2008-10-07
[WeatherRetry] HTTP 429 for 2008-10-11
[WeatherRetry] HTTP 429 for 2008-10-11
[WeatherRetry] HTTP 429 for 2008-10-11
[WeatherRetry] HTTP 429 for 2008-10-11
[WeatherRetry] HTTP 429 for 2008-10-11
[WeatherRetry] HTTP 429 for 2008-10-12
[WeatherRetry] HTTP 429 for 2008-10-12
[WeatherRetry] HTTP 429 for 2008-10-16
[WeatherRetry] HTTP 429 for 2008-10-18
[WeatherRetry] HTTP 429 for 2008-10-18
[WeatherRetry] HTTP 429 for 2008-10-18
[WeatherRetry] HTTP 429 for 2008-10-18
[WeatherRetry] HTTP 429 for 2008-10-18
[WeatherRetry] HTTP 429 for 2008-10-18
[WeatherRetry] HTTP 429 for 2008-10-18
[WeatherRetry] HTTP 429 for 2008-10-30
[WeatherRetry] HTTP 429 for 2008-11-01
[WeatherRetry] HTTP 429 for 2008-11-01
[WeatherRetry] HTTP 429 for 2008-11-01
[WeatherRetry] HTTP 429 for 2008-11-01
[WeatherRetry] HTTP 429 for 2008-11-08
[WeatherRetry] HTTP 429 for 2008-11-08
[WeatherRetry] HTTP 429 for 2008-11-15
[WeatherRetry] HTTP 429 for 2008-11-15
[WeatherRetry] HTTP 429 for 2008-11-15
[WeatherRetry] HTTP 429 for 2008-11-15
[WeatherRetry] HTTP 429 for 2008-11-15
[WeatherRetry] HTTP 429 for 2008-11-15
[WeatherRetry] HTTP 429 for 2008-11-15
[WeatherRetry] HTTP 429 for 2008-11-15
[WeatherRetry] HTTP 429 for 2008-11-15
[WeatherRetry] HTTP 429 for 2008-11-18
[WeatherRetry] HTTP 429 for 2008-11-20
[WeatherRetry] HTTP 429 for 2008-11-22
[WeatherRetry] HTTP 429 for 2008-11-22
[WeatherRetry] HTTP 429 for 2008-11-22
[WeatherRetry] HTTP 429 for 2008-11-22
[WeatherRetry] HTTP 429 for 2008-11-22
[WeatherRetry] HTTP 429 for 2008-11-22
[WeatherRetry] HTTP 429 for 2008-11-23
[WeatherRetry] HTTP 429 for 2008-11-25
[WeatherRetry] HTTP 429 for 2008-11-29
[WeatherRetry] HTTP 429 for 2008-11-29
[WeatherRetry] HTTP 429 for 2008-11-29
[WeatherRetry] HTTP 429 for 2008-12-06
[WeatherRetry] HTTP 429 for 2008-12-06
[WeatherRetry] HTTP 429 for 2008-12-06
[WeatherRetry] HTTP 429 for 2008-12-06
[WeatherRetry] HTTP 429 for 2008-12-06
[WeatherRetry] HTTP 429 for 2008-12-06
[WeatherRetry] HTTP 429 for 2008-12-06
[WeatherRetry] HTTP 429 for 2008-12-06
[WeatherRetry] HTTP 429 for 2008-12-09
[WeatherRetry] HTTP 429 for 2008-12-09
[WeatherRetry] HTTP 429 for 2008-12-09
[WeatherRetry] HTTP 429 for 2008-12-09
[WeatherRetry] HTTP 429 for 2008-12-09
[WeatherRetry] HTTP 429 for 2008-12-09
[WeatherRetry] HTTP 429 for 2008-12-20
[WeatherRetry] HTTP 429 for 2008-12-20
[WeatherRetry] HTTP 429 for 2008-12-20
[WeatherRetry] HTTP 429 for 2008-12-20
[WeatherRetry] HTTP 429 for 2008-12-20
[WeatherRetry] HTTP 429 for 2008-12-20
[WeatherRetry] HTTP 429 for 2008-12-26
[WeatherRetry] HTTP 429 for 2008-12-26
[WeatherRetry] HTTP 429 for 2008-12-26
[WeatherRetry] HTTP 429 for 2008-12-26
[WeatherRetry] HTTP 429 for 2008-12-26
[WeatherRetry] HTTP 429 for 2008-12-26
[WeatherRetry] HTTP 429 for 2008-12-26
[WeatherRetry] HTTP 429 for 2008-12-28
[WeatherRetry] HTTP 429 for 2008-12-28
[WeatherRetry] HTTP 429 for 2008-12-28
[WeatherRetry] HTTP 429 for 2008-12-28
[WeatherRetry] HTTP 429 for 2009-01-01
[WeatherRetry] HTTP 429 for 2009-01-01
[WeatherRetry] HTTP 429 for 2009-01-01
[WeatherRetry] HTTP 429 for 2009-01-01
[WeatherRetry] HTTP 429 for 2009-01-01
[WeatherRetry] HTTP 429 for 2009-01-17
[WeatherRetry] HTTP 429 for 2009-01-17
[WeatherRetry] HTTP 429 for 2009-01-17
[WeatherRetry] HTTP 429 for 2009-01-17
[WeatherRetry] HTTP 429 for 2009-01-17
[WeatherRetry] HTTP 429 for 2009-01-17
[WeatherRetry] HTTP 429 for 2009-01-17
[WeatherRetry] HTTP 429 for 2009-01-20
[WeatherRetry] HTTP 429 for 2009-01-23
[WeatherRetry] HTTP 429 for 2009-01-24
[WeatherRetry] HTTP 429 for 2009-01-24
[WeatherRetry] HTTP 429 for 2009-01-24
[WeatherRetry] HTTP 429 for 2009-01-24
[WeatherRetry] HTTP 429 for 2009-01-24
[WeatherRetry] HTTP 429 for 2009-01-27
[WeatherRetry] HTTP 429 for 2009-01-27
[WeatherRetry] HTTP 429 for 2009-01-27
[WeatherRetry] HTTP 429 for 2009-01-27
[WeatherRetry] HTTP 429 for 2009-01-27
[WeatherRetry] HTTP 429 for 2009-01-31
[WeatherRetry] HTTP 429 for 2009-02-01
[WeatherRetry] HTTP 429 for 2009-02-01
[WeatherRetry] HTTP 429 for 2009-02-03
[WeatherRetry] HTTP 429 for 2009-02-07
[WeatherRetry] HTTP 429 for 2009-02-14
[WeatherRetry] HTTP 429 for 2009-02-14
[WeatherRetry] HTTP 429 for 2009-02-14
[WeatherRetry] HTTP 429 for 2009-02-15
[WeatherRetry] HTTP 429 for 2009-02-17
[WeatherRetry] HTTP 429 for 2009-02-17
[WeatherRetry] HTTP 429 for 2009-02-18
[WeatherRetry] HTTP 429 for 2009-02-21
[WeatherRetry] HTTP 429 for 2009-02-21
[WeatherRetry] HTTP 429 for 2009-02-21
[WeatherRetry] HTTP 429 for 2009-02-21
[WeatherRetry] HTTP 429 for 2009-02-21
[WeatherRetry] HTTP 429 for 2009-02-21
[WeatherRetry] HTTP 429 for 2009-02-24
[WeatherRetry] HTTP 429 for 2009-02-24
[WeatherRetry] HTTP 429 for 2009-02-24
[WeatherRetry] HTTP 429 for 2009-02-24
[WeatherRetry] HTTP 429 for 2009-02-24
[WeatherRetry] HTTP 429 for 2009-02-28
[WeatherRetry] HTTP 429 for 2009-02-28
[WeatherRetry] HTTP 429 for 2009-02-28
[WeatherRetry] HTTP 429 for 2009-02-28
[WeatherRetry] HTTP 429 for 2009-02-28
[WeatherRetry] HTTP 429 for 2009-03-02
[WeatherRetry] HTTP 429 for 2009-03-03
[WeatherRetry] HTTP 429 for 2009-03-03
[WeatherRetry] HTTP 429 for 2009-03-03
[WeatherRetry] HTTP 429 for 2009-03-03
[WeatherRetry] HTTP 429 for 2009-03-07
[WeatherRetry] HTTP 429 for 2009-03-07
[WeatherRetry] HTTP 429 for 2009-03-07
[WeatherRetry] HTTP 429 for 2009-03-07
[WeatherRetry] HTTP 429 for 2009-03-07
[WeatherRetry] HTTP 429 for 2009-03-07
[WeatherRetry] HTTP 429 for 2009-03-08
[WeatherRetry] HTTP 429 for 2009-03-08
[WeatherRetry] HTTP 429 for 2009-03-10
[WeatherRetry] HTTP 429 for 2009-03-10
[WeatherRetry] HTTP 429 for 2009-03-10
[WeatherRetry] HTTP 429 for 2009-03-10
[WeatherRetry] HTTP 429 for 2009-03-11
[WeatherRetry] HTTP 429 for 2009-03-14
[WeatherRetry] HTTP 429 for 2009-03-14
[WeatherRetry] HTTP 429 for 2009-03-14
[WeatherRetry] HTTP 429 for 2009-03-14
[WeatherRetry] HTTP 429 for 2009-03-17
[WeatherRetry] HTTP 429 for 2009-03-17
[WeatherRetry] HTTP 429 for 2009-03-17
[WeatherRetry] HTTP 429 for 2009-03-17
[WeatherRetry] HTTP 429 for 2009-03-17
[WeatherRetry] HTTP 429 for 2009-03-17
[WeatherRetry] HTTP 429 for 2009-03-19
[WeatherRetry] HTTP 429 for 2009-03-21
[WeatherRetry] HTTP 429 for 2009-03-21
[WeatherRetry] HTTP 429 for 2009-03-21
[WeatherRetry] HTTP 429 for 2009-03-21
[WeatherRetry] HTTP 429 for 2009-03-21
[WeatherRetry] HTTP 429 for 2009-03-21
[WeatherRetry] HTTP 429 for 2009-03-24
[WeatherRetry] HTTP 429 for 2009-03-24
[WeatherRetry] HTTP 429 for 2009-03-24
[WeatherRetry] HTTP 429 for 2009-03-28
[WeatherRetry] HTTP 429 for 2009-03-28
[WeatherRetry] HTTP 429 for 2009-03-28
[WeatherRetry] HTTP 429 for 2009-03-28
[WeatherRetry] HTTP 429 for 2009-03-28
[WeatherRetry] HTTP 429 for 2009-03-29
[WeatherRetry] HTTP 429 for 2009-03-31
[WeatherRetry] HTTP 429 for 2009-03-31
[WeatherRetry] HTTP 429 for 2009-03-31
[WeatherRetry] HTTP 429 for 2009-03-31
[WeatherRetry] HTTP 429 for 2009-03-31
[WeatherRetry] HTTP 429 for 2009-04-02
[WeatherRetry] HTTP 429 for 2009-04-04
[WeatherRetry] HTTP 429 for 2009-04-04
[WeatherRetry] HTTP 429 for 2009-04-04
[WeatherRetry] HTTP 429 for 2009-04-04
[WeatherRetry] HTTP 429 for 2009-04-04
[WeatherRetry] HTTP 429 for 2009-04-04
[WeatherRetry] HTTP 429 for 2009-04-04
[WeatherRetry] HTTP 429 for 2009-04-04
[WeatherRetry] HTTP 429 for 2009-04-07
[WeatherRetry] HTTP 429 for 2009-04-07
[WeatherRetry] HTTP 429 for 2009-04-07
[WeatherRetry] HTTP 429 for 2009-04-09
[WeatherRetry] HTTP 429 for 2009-04-11
[WeatherRetry] HTTP 429 for 2009-04-11
[WeatherRetry] HTTP 429 for 2009-04-11
[WeatherRetry] HTTP 429 for 2009-04-11
[WeatherRetry] HTTP 429 for 2009-04-11
[WeatherRetry] HTTP 429 for 2009-04-13
[WeatherRetry] HTTP 429 for 2009-04-13
[WeatherRetry] HTTP 429 for 2009-04-13
[WeatherRetry] HTTP 429 for 2009-04-13
[WeatherRetry] HTTP 429 for 2009-04-13
[WeatherRetry] HTTP 429 for 2009-04-13
[WeatherRetry] HTTP 429 for 2009-04-13
[WeatherRetry] HTTP 429 for 2009-04-13
[WeatherRetry] HTTP 429 for 2009-04-13
[WeatherRetry] HTTP 429 for 2009-04-15
[WeatherRetry] HTTP 429 for 2009-04-16
[WeatherRetry] HTTP 429 for 2009-04-18
[WeatherRetry] HTTP 429 for 2009-04-18
[WeatherRetry] HTTP 429 for 2009-04-18
[WeatherRetry] HTTP 429 for 2009-04-18
[WeatherRetry] HTTP 429 for 2009-04-18
[WeatherRetry] HTTP 429 for 2009-04-18
[WeatherRetry] HTTP 429 for 2009-04-21
[WeatherRetry] HTTP 429 for 2009-04-21
[WeatherRetry] HTTP 429 for 2009-04-21
[WeatherRetry] HTTP 429 for 2009-04-21
[WeatherRetry] HTTP 429 for 2009-04-23
[WeatherRetry] HTTP 429 for 2009-04-24
[WeatherRetry] HTTP 429 for 2009-04-26
[WeatherRetry] HTTP 429 for 2009-04-26
[WeatherRetry] HTTP 429 for 2009-04-26
[WeatherRetry] HTTP 429 for 2009-04-26
[WeatherRetry] HTTP 429 for 2009-04-26
[WeatherRetry] HTTP 429 for 2009-04-26
[WeatherRetry] HTTP 429 for 2009-04-26
[WeatherRetry] HTTP 429 for 2009-04-26
[WeatherRetry] HTTP 429 for 2007-08-11
[WeatherRetry] HTTP 429 for 2007-08-11
[WeatherRetry] HTTP 429 for 2007-08-11
[WeatherRetry] HTTP 429 for 2007-08-11
[WeatherRetry] HTTP 429 for 2007-08-11
[WeatherRetry] HTTP 429 for 2007-08-11
[WeatherRetry] HTTP 429 for 2007-08-11
[WeatherRetry] HTTP 429 for 2007-08-11
[WeatherRetry] HTTP 429 for 2007-08-14
[WeatherRetry] HTTP 429 for 2007-08-14
[WeatherRetry] HTTP 429 for 2007-08-14
[WeatherRetry] HTTP 429 for 2007-08-14
[WeatherRetry] HTTP 429 for 2007-08-14
[WeatherRetry] HTTP 429 for 2007-08-14
[WeatherRetry] HTTP 429 for 2007-08-15
[WeatherRetry] HTTP 429 for 2007-08-18
[WeatherRetry] HTTP 429 for 2007-08-18
[WeatherRetry] HTTP 429 for 2007-08-18
[WeatherRetry] HTTP 429 for 2007-08-18
[WeatherRetry] HTTP 429 for 2007-08-18
[WeatherRetry] HTTP 429 for 2007-08-18
[WeatherRetry] HTTP 429 for 2007-08-18
[WeatherRetry] HTTP 429 for 2007-08-23
[WeatherRetry] HTTP 429 for 2007-08-24
[WeatherRetry] HTTP 429 for 2007-08-24
[WeatherRetry] HTTP 429 for 2007-08-25
[WeatherRetry] HTTP 429 for 2007-08-25
[WeatherRetry] HTTP 429 for 2007-08-25
[WeatherRetry] HTTP 429 for 2007-08-25
[WeatherRetry] HTTP 429 for 2007-08-25
[WeatherRetry] HTTP 429 for 2007-08-27
[WeatherRetry] HTTP 429 for 2007-08-27
[WeatherRetry] HTTP 429 for 2007-08-27
[WeatherRetry] HTTP 429 for 2007-08-27
[WeatherRetry] HTTP 429 for 2007-08-27
[WeatherRetry] HTTP 429 for 2007-08-27
[WeatherRetry] HTTP 429 for 2007-08-27
[WeatherRetry] HTTP 429 for 2007-08-31
[WeatherRetry] HTTP 429 for 2007-09-01
[WeatherRetry] HTTP 429 for 2007-09-01
[WeatherRetry] HTTP 429 for 2007-09-01
[WeatherRetry] HTTP 429 for 2007-09-01
[WeatherRetry] HTTP 429 for 2007-09-01
[WeatherRetry] HTTP 429 for 2007-09-01
[WeatherRetry] HTTP 429 for 2007-09-01
[WeatherRetry] HTTP 429 for 2007-09-04
[WeatherRetry] HTTP 429 for 2007-09-04
[WeatherRetry] HTTP 429 for 2007-09-04
[WeatherRetry] HTTP 429 for 2007-09-04
[WeatherRetry] HTTP 429 for 2007-09-04
[WeatherRetry] HTTP 429 for 2007-09-04
[WeatherRetry] HTTP 429 for 2007-09-04
[WeatherRetry] HTTP 429 for 2007-09-06
[WeatherRetry] HTTP 429 for 2007-09-08
[WeatherRetry] HTTP 429 for 2007-09-08
[WeatherRetry] HTTP 429 for 2007-09-08
[WeatherRetry] HTTP 429 for 2007-09-08
[WeatherRetry] HTTP 429 for 2007-09-08
[WeatherRetry] HTTP 429 for 2007-09-08
[WeatherRetry] HTTP 429 for 2007-09-11
[WeatherRetry] HTTP 429 for 2007-09-11
[WeatherRetry] HTTP 429 for 2007-09-13
[WeatherRetry] HTTP 429 for 2007-09-15
[WeatherRetry] HTTP 429 for 2007-09-15
[WeatherRetry] HTTP 429 for 2007-09-15
[WeatherRetry] HTTP 429 for 2007-09-15
[WeatherRetry] HTTP 429 for 2007-09-15
[WeatherRetry] HTTP 429 for 2007-09-15
[WeatherRetry] HTTP 429 for 2007-09-15
[WeatherRetry] HTTP 429 for 2007-09-18
[WeatherRetry] HTTP 429 for 2007-09-18
[WeatherRetry] HTTP 429 for 2007-09-18
[WeatherRetry] HTTP 429 for 2007-09-18
[WeatherRetry] HTTP 429 for 2007-09-18
[WeatherRetry] HTTP 429 for 2007-09-18
[WeatherRetry] HTTP 429 for 2007-09-20
[WeatherRetry] HTTP 429 for 2007-09-22
[WeatherRetry] HTTP 429 for 2007-09-22
[WeatherRetry] HTTP 429 for 2007-09-22
[WeatherRetry] HTTP 429 for 2007-09-22
[WeatherRetry] HTTP 429 for 2007-09-22
[WeatherRetry] HTTP 429 for 2007-09-22
[WeatherRetry] HTTP 429 for 2007-09-25
[WeatherRetry] HTTP 429 for 2007-09-25
[WeatherRetry] HTTP 429 for 2007-09-25
[WeatherRetry] HTTP 429 for 2007-09-25
[WeatherRetry] HTTP 429 for 2007-09-25
[WeatherRetry] HTTP 429 for 2007-09-25
[WeatherRetry] HTTP 429 for 2007-09-29
[WeatherRetry] HTTP 429 for 2007-09-29
[WeatherRetry] HTTP 429 for 2007-09-29
[WeatherRetry] HTTP 429 for 2007-09-29
[WeatherRetry] HTTP 429 for 2007-09-29
[WeatherRetry] HTTP 429 for 2007-09-29
[WeatherRetry] HTTP 429 for 2007-09-29
[WeatherRetry] HTTP 429 for 2007-09-29
[WeatherRetry] HTTP 429 for 2007-09-30
[WeatherRetry] HTTP 429 for 2007-10-02
[WeatherRetry] HTTP 429 for 2007-10-02
[WeatherRetry] HTTP 429 for 2007-10-06
[WeatherRetry] HTTP 429 for 2007-10-06
[WeatherRetry] HTTP 429 for 2007-10-06
[WeatherRetry] HTTP 429 for 2007-10-06
[WeatherRetry] HTTP 429 for 2007-10-06
[WeatherRetry] HTTP 429 for 2007-10-09
[WeatherRetry] HTTP 429 for 2007-10-09
[WeatherRetry] HTTP 429 for 2007-10-09
[WeatherRetry] HTTP 429 for 2007-10-09
[WeatherRetry] HTTP 429 for 2007-10-09
[WeatherRetry] HTTP 429 for 2007-10-11
[WeatherRetry] HTTP 429 for 2007-10-12
[WeatherRetry] HTTP 429 for 2007-10-12
[WeatherRetry] HTTP 429 for 2007-10-13
[WeatherRetry] HTTP 429 for 2007-10-13
[WeatherRetry] HTTP 429 for 2007-10-13
[WeatherRetry] HTTP 429 for 2007-10-13
[WeatherRetry] HTTP 429 for 2007-10-14
[WeatherRetry] HTTP 429 for 2007-10-14
[WeatherRetry] HTTP 429 for 2007-10-16
[WeatherRetry] HTTP 429 for 2007-10-20
[WeatherRetry] HTTP 429 for 2007-10-20
[WeatherRetry] HTTP 429 for 2007-10-20
[WeatherRetry] HTTP 429 for 2007-10-20
[WeatherRetry] HTTP 429 for 2007-10-20
[WeatherRetry] HTTP 429 for 2007-10-20
[WeatherRetry] HTTP 429 for 2007-11-01
[WeatherRetry] HTTP 429 for 2007-11-02
[WeatherRetry] HTTP 429 for 2007-11-03
[WeatherRetry] HTTP 429 for 2007-11-03
[WeatherRetry] HTTP 429 for 2007-11-03
[WeatherRetry] HTTP 429 for 2007-11-03
[WeatherRetry] HTTP 429 for 2007-11-03
[WeatherRetry] HTTP 429 for 2007-11-03
[WeatherRetry] HTTP 429 for 2007-11-04
[WeatherRetry] HTTP 429 for 2007-11-17
[WeatherRetry] HTTP 429 for 2007-11-17
[WeatherRetry] HTTP 429 for 2007-11-17
[WeatherRetry] HTTP 429 for 2007-11-17
[WeatherRetry] HTTP 429 for 2007-11-17
[WeatherRetry] HTTP 429 for 2007-11-17
[WeatherRetry] HTTP 429 for 2007-11-20
[WeatherRetry] HTTP 429 for 2007-11-24
[WeatherRetry] HTTP 429 for 2007-11-24
[WeatherRetry] HTTP 429 for 2007-11-24
[WeatherRetry] HTTP 429 for 2007-11-24
[WeatherRetry] HTTP 429 for 2007-11-24
[WeatherRetry] HTTP 429 for 2007-11-24
[WeatherRetry] HTTP 429 for 2007-11-24
[WeatherRetry] HTTP 429 for 2007-11-24
[WeatherRetry] HTTP 429 for 2007-12-01
[WeatherRetry] HTTP 429 for 2007-12-02
[WeatherRetry] HTTP 429 for 2007-12-04
[WeatherRetry] HTTP 429 for 2007-12-06
[WeatherRetry] HTTP 429 for 2007-12-08
[WeatherRetry] HTTP 429 for 2007-12-08
[WeatherRetry] HTTP 429 for 2007-12-08
[WeatherRetry] HTTP 429 for 2007-12-08
[WeatherRetry] HTTP 429 for 2007-12-08
[WeatherRetry] HTTP 429 for 2007-12-12
[WeatherRetry] HTTP 429 for 2007-12-26
[WeatherRetry] HTTP 429 for 2007-12-26
[WeatherRetry] HTTP 429 for 2007-12-26
[WeatherRetry] HTTP 429 for 2007-12-26
[WeatherRetry] HTTP 429 for 2007-12-26
[WeatherRetry] HTTP 429 for 2007-12-26
[WeatherRetry] HTTP 429 for 2007-12-26
[WeatherRetry] HTTP 429 for 2007-12-29
[WeatherRetry] HTTP 429 for 2007-12-29
[WeatherRetry] HTTP 429 for 2007-12-29
[WeatherRetry] HTTP 429 for 2007-12-29
[WeatherRetry] HTTP 429 for 2007-12-29
[WeatherRetry] HTTP 429 for 2007-12-29
[WeatherRetry] HTTP 429 for 2007-12-29
[WeatherRetry] HTTP 429 for 2008-01-01
[WeatherRetry] HTTP 429 for 2008-01-01
[WeatherRetry] HTTP 429 for 2008-01-01
[WeatherRetry] HTTP 429 for 2008-01-01
[WeatherRetry] HTTP 429 for 2008-01-01
[WeatherRetry] HTTP 429 for 2008-01-01
[WeatherRetry] HTTP 429 for 2008-01-01
[WeatherRetry] HTTP 429 for 2008-01-01
[WeatherRetry] HTTP 429 for 2008-01-05
[WeatherRetry] HTTP 429 for 2008-01-05
[WeatherRetry] HTTP 429 for 2008-01-05
[WeatherRetry] HTTP 429 for 2008-01-05
[WeatherRetry] HTTP 429 for 2008-01-05
[WeatherRetry] HTTP 429 for 2008-01-05
[WeatherRetry] HTTP 429 for 2008-01-05
[WeatherRetry] HTTP 429 for 2008-01-05
[WeatherRetry] HTTP 429 for 2008-01-08
[WeatherRetry] HTTP 429 for 2008-01-12
[WeatherRetry] HTTP 429 for 2008-01-19
[WeatherRetry] HTTP 429 for 2008-01-19
[WeatherRetry] HTTP 429 for 2008-01-19
[WeatherRetry] HTTP 429 for 2008-01-19
[WeatherRetry] HTTP 429 for 2008-01-19
[WeatherRetry] HTTP 429 for 2008-01-24
[WeatherRetry] HTTP 429 for 2008-01-26
[WeatherRetry] HTTP 429 for 2008-01-26
[WeatherRetry] HTTP 429 for 2008-01-26
[WeatherRetry] HTTP 429 for 2008-01-26
[WeatherRetry] HTTP 429 for 2008-01-26
[WeatherRetry] HTTP 429 for 2008-01-26
[WeatherRetry] HTTP 429 for 2008-01-26
[WeatherRetry] HTTP 429 for 2008-02-02
[WeatherRetry] HTTP 429 for 2008-02-02
[WeatherRetry] HTTP 429 for 2008-02-09
[WeatherRetry] HTTP 429 for 2008-02-09
[WeatherRetry] HTTP 429 for 2008-02-09
[WeatherRetry] HTTP 429 for 2008-02-09
[WeatherRetry] HTTP 429 for 2008-02-09
[WeatherRetry] HTTP 429 for 2008-02-09
[WeatherRetry] HTTP 429 for 2008-02-09
[WeatherRetry] HTTP 429 for 2008-02-10
[WeatherRetry] HTTP 429 for 2008-02-12
[WeatherRetry] HTTP 429 for 2008-02-12
[WeatherRetry] HTTP 429 for 2008-02-14
[WeatherRetry] HTTP 429 for 2008-02-16
[WeatherRetry] HTTP 429 for 2008-02-16
[WeatherRetry] HTTP 429 for 2008-02-16
[WeatherRetry] HTTP 429 for 2008-02-16
[WeatherRetry] HTTP 429 for 2008-02-16
[WeatherRetry] HTTP 429 for 2008-02-16
[WeatherRetry] HTTP 429 for 2008-02-16
[WeatherRetry] HTTP 429 for 2008-02-16
[WeatherRetry] HTTP 429 for 2008-02-23
[WeatherRetry] HTTP 429 for 2008-02-23
